,smiles,severity_class
209,C[C@]12CC[C@H]3[C@H]([C@@H]1CC[C@@H]2O)[C@@H](CC4=C3C=CC(=C4)O)CCCCCCCCCS(=O)CCCC(C(F)(F)F)(F)F,1.0
210,COC1=C(C=C2C(=C1)N=CN=C2NC3=CC(=C(C=C3)F)Cl)OCCCN4CCOCC4,0.0
211,C1CN(CCC1(C2=CC=C(C=C2)Cl)O)CCCC(=O)C3=CC=C(C=C3)F,0.0
212,C1=CC(=C(C=C1N)C(=O)O)O,1.0
213,CN(C)[C@H]1[C@@H]2C[C@@H]3CC4=C(C=CC(=C4C(=C3C(=O)[C@@]2(C(=O)/C(=C(/N)\O)/C1=O)O)O)O)N(C)C,1.0
214,C(CO)N(C1=C(C(=C(C(=C1I)C(=O)NCC(CO)O)I)C(=O)NCC(CO)O)I)C(=O)CO,0.0
215,CCNC(=O)[C@@H]1CCCN1C(=O)[C@H](CCCN=C(N)N)NC(=O)[C@H](CC(C)C)NC(=O)[C@@H](CC2=CN(C=N2)CC3=CC=CC=C3)NC(=O)[C@H](CC4=CC=C(C=C4)O)NC(=O)[C@H](CO)NC(=O)[C@H](CC5=CNC6=CC=CC=C65)NC(=O)[C@H](CC7=CN=CN7)NC(=O)[C@@H]8CCC(=O)N8.CC(=O)O,0.0
216,C1=CC=C(C=C1)C2=C(OC(=N2)CCC(=O)O)C3=CC=CC=C3,0.0
217,CC1=C2[C@H](C(=O)[C@@]3([C@H](C[C@@H]4[C@]([C@H]3[C@@H]([C@@](C2(C)C)(C[C@@H]1OC(=O)[C@@H]([C@H](C5=CC=CC=C5)NC(=O)C6=CC=CC=C6)O)O)OC(=O)C7=CC=CC=C7)(CO4)OC(=O)C)O)C)OC(=O)C,0.0
218,CC1=CC=C(C=C1)N(CC2=NCCN2)C3=CC(=CC=C3)O,0.0
219,COC1=C(C=C2C(=C1)C(=NC(=N2)N3CCN(CC3)C(=O)C4=CC=CO4)N)OC,0.0
220,CN1CCN(CC1)CCCN2C3=CC=CC=C3SC4=C2C=C(C=C4)Cl,0.0
221,CC[C@H](C)[C@@H](C(=O)N[C@@H](CO)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CC(=O)O)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H]([C@@H](C)O)C(=O)N[C@@H](CC1=CC=CC=C1)C(=O)N[C@@H](CC2=CN=CN2)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CCC(=O)O)C,0.0
222,[O-]S(=O)(=S)[O-].[Na+].[Na+],0.0
223,C[C@@H]1CC[C@H]2C[C@@H](/C(=C/C=C/C=C/[C@H](C[C@H](C(=O)[C@@H]([C@@H](/C(=C/[C@H](C(=O)C[C@H](OC(=O)[C@@H]3CCCCN3C(=O)C(=O)[C@@]1(O2)O)[C@H](C)CC4CC[C@H]([C@@H](C4)OC)O)C)/C)O)OC)C)C)/C)OC,1.0
224,C[C@@H]1C[C@@H]([C@@H]2[C@H](C[C@H]([C@@](O2)(C(=O)C(=O)N3CCCC[C@H]3C(=O)O[C@@H]([C@@H]([C@H](CC(=O)[C@@H](C=C(C1)C)CC=C)O)C)C(=C[C@@H]4CC[C@H]([C@@H](C4)OC)O)C)O)C)OC)OC,0.0
225,C1CC(=O)NC(=O)C1N2C(=O)C3=CC=CC=C3C2=O,0.0
226,CN1CCCCC1CCN2C3=CC=CC=C3SC4=C2C=C(C=C4)SC,0.0
227,C1=NC2=C(N1)C(=S)N=C(N2)N,0.0
228,CCCCNC(=O)NS(=O)(=O)C1=CC=C(C=C1)C,0.0
229,CC1(O[C@@H]2CO[C@@]3([C@H]([C@@H]2O1)OC(O3)(C)C)COS(=O)(=O)N)C,0.0
230,CN1CCN(CC1)CCCN2C3=CC=CC=C3SC4=C2C=C(C=C4)C(F)(F)F,0.0
231,CC(C)CC(C(=O)NC(CCCN=C(N)N)C(=O)N1CCCC1C(=O)NCC(=O)N)NC(=O)C(CC2=CNC3=CC=CC=C32)NC(=O)C(CC4=CC=C(C=C4)O)NC(=O)C(CO)NC(=O)C(CC5=CNC6=CC=CC=C65)NC(=O)C(CC7=CN=CN7)NC(=O)C8CCC(=O)N8,0.0
232,C1=CC=C(C=C1)NC(=O)CCCCCCC(=O)NO,0.0
233,CC1OC2=C(O1)C=C(C=C2)C(C)(C)C,0.0
234,C[C@H](/C=C/[C@H](C)C(C)C)[C@H]1CC[C@@H]\2[C@@]1(CCC/C2=C\C=C/3\C[C@H](C[C@@H](C3=C)O)O)C,0.0
235,CC[C@H](C)[C@H]1C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)NCC(=O)N[C@H](C(=O)NCC(=O)N[C@@H](CSSC[C@@H](C(=O)N[C@H](C(=O)NCC(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N1)CCCNC(=N)N)CC(=O)O)CCSC)CCCCN)CCCNC(=N)N)CC2=CC=CC=C2),0.0
236,CCNC(=NCCCC[C@H](C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CCCCN=C(NCC)NCC)C(=O)N1CCC[C@H]1C(=O)N[C@H](C)C(=O)N)NC(=O)[C@H](CC2=CC=C(C=C2)O)NC(=O)[C@H](CO)NC(=O)[C@@H](CC3=CN=CC=C3)NC(=O)[C@@H](CC4=CC=C(C=C4)Cl)NC(=O)[C@@H](CC5=CC6=CC=CC=C6C=C5)NC(=O)C)NCC,0.0
237,C[C@H]1C[C@H]2[C@@H]3CC[C@@]([C@]3(C[C@@H]([C@@H]2[C@@]4(C1=CC(=O)C=C4)C)O)C)(C(=O)CO)O,0.0
238,C(CC(=O)[O-])CO.[Na+],0.0
239,C(CC(=O)N)[C@@H](C(=O)O)N,0.0
240,C[C@H](C(=O)N)NC(=O)[C@@H]1CCCN1C(=O)[C@H](CCCN=C(N)N)NC(=O)[C@H](CC(C)C)NC(=O)[C@@H](CCCNC(=O)N)NC(=O)[C@H](CC2=CC=C(C=C2)O)NC(=O)[C@H](CO)NC(=O)[C@@H](CC3=CN=CC=C3)NC(=O)[C@@H](CC4=CC=C(C=C4)Cl)NC(=O)[C@@H](CC5=CC6=CC=CC=C6C=C5)NC(=O)C,0.0
241,CCCCCN=C(N)NN/C=C/1\C=NC2=C1C=C(C=C2)CO,0.0
242,CC(C)([C@H](C(=O)O)N)S,0.0
243,CC[C@H](C)[C@@H](C(=O)N[C@@H](CC(C)C)C(=O)N1CCC[C@H]1C(=O)N2CCC[C@H]2C(=O)N[C@@H]([C@@H](C)O)C(=O)N[C@@H](CC(=O)N)C(=O)N[C@@H](C(C)C)C(=O)NCC(=O)N[C@@H](CO)C(=O)N[C@@H](CC(=O)N)C(=O)N[C@@H]([C@@H](C)O)C(=O)N[C@@H](CC3=CC=C(C=C3)O)C(=O)N)NC(=O)[C@@H]4CCCN4,0.0
244,C(=O)([O-])[O-].C(=O)([O-])[O-].C(=O)([O-])[O-].O.[La+3].[La+3],0.0
245,CC1=CNN=C1,0.0
246,CC(=O)NC1=NN=C(S1)S(=O)(=O)N,1.0
247,CCCSC1=CC2=C(C=C1)N=C(N2)NC(=O)OC,1.0
248,CC1=NN=C2N1C3=C(C=C(C=C3)Cl)C(=NC2)C4=CC=CC=C4,1.0
249,CN(C)C1=NC(=NC(=N1)N(C)C)N(C)C,0.0
250,C1C2CC3CC1CC(C2)(C3)N,0.0
251,C1=CC(=C(C=C1N)O)C(=O)O,0.0
252,CC1([C@@H](N2[C@H](S1)[C@@H](C2=O)NC(=O)[C@@H](C3=CC=C(C=C3)O)N)C(=O)O)C,0.0
253,CN1[C@@H]2CC[C@H]1CC(C2)OC(=O)C(CO)C3=CC=CC=C3,0.0
254,C1=CC(=CC=C1C(=O)NCCC(=O)O)N/N=C\2/C=CC(=O)C(=C2)C(=O)O,1.0
255,C1[C@H](O[C@H](S1)CO)N2C=C(C(=NC2=O)N)F,0.0
256,C1CC[N+]2(C1)[C@H]3CCC2CC(C3)OC(=O)C(C4=CC=CC=C4)(C5=CC=CC=C5)O.[Cl-],0.0
257,C1CC(CCC1OP(=O)([O-])OC[C@@H](CN(CCN(CC(=O)[O-])CC(=O)[O-])CC(=O)[O-])N(CC(=O)[O-])CC(=O)[O-])(C2=CC=CC=C2)C3=CC=CC=C3.O.[Na+].[Na+].[Na+].[Gd+3],0.0
258,C1C(=O)NC2=C(C=C(C=C2)[N+](=O)[O-])C(=N1)C3=CC=CC=C3Cl,0.0
259,CC[C@H](C)[C@@H](C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](CC1=CNC2=CC=CC=C21)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CC(=O)N)C(=O)NCC(=O)NCC(=O)N3CCC[C@H]3C(=O)N[C@@H](CO)C(=O)N[C@@H](CO)C(=O)NCC(=O)N[C@@H](C)C(=O)N4CCC[C@H]4C(=O)N5CCC[C@H]5C(=O)N6C,0.0
260,C=C1[C@H](C[C@@H]([C@H]1CO)O)N2C=NC3=C2NC(=NC3=O)N,1.0
261,C[C@]12CC[C@H]3[C@H]([C@@H]1CC[C@]2(C#C)O)CCC4=CC5=C(C[C@]34C)C=NO5,1.0
262,C[C@H]1[C@H]([C@H](C[C@@H](O1)O[C@H]2C[C@@](CC3=C(C4=C(C(=C23)O)C(=O)C5=C(C4=O)C=CC=C5OC)O)(C(=O)C)O)N)O,0.0
263,CN1C(=C2C(=NC(=N2)Cl)N(C1=O)C)[O-].C[NH+](C)CCOC(C1=CC=CC=C1)C2=CC=CC=C2,0.0
264,CCN1CC(C(C1=O)(C2=CC=CC=C2)C3=CC=CC=C3)CCN4CCOCC4,0.0
265,CC1=C(SC(=N1)C2=CC(=C(C=C2)OCC(C)C)C#N)C(=O)O,1.0
266,CN1C2CCCC1CC(C2)NC(=O)C3=NN(C4=CC=CC=C43)C,0.0
267,C[C@@H]1CC(=O)C=C([C@]12C(=O)C3=C(O2)C(=C(C=C3OC)OC)Cl)OC,1.0
268,C1=CC=C2C(=C1)C=NN=C2NN,0.0
269,C1CN(P(=O)(OC1)NCCCl)CCCl,0.0
270,C1=C/C(=C/2\N/C(=C\3/C=CC=CC3=O)/N(N2)C4=CC=C(C=C4)C(=O)O)/C(=O)C=C1,1.0
271,C1=CC(=C(C(=C1)F)CN2C=C(N=N2)C(=O)N)F,0.0
272,CCN(CC)CCNC(=O)C1=C(NC(=C1C)/C=C\2/C3=C(C=CC(=C3)F)NC2=O)C,1.0
273,CCC(C)[C@@H]1[C@H](CC[C@@]2(O1)C[C@@H]3C[C@H](O2)C/C=C(/[C@H]([C@H](/C=C/C=C/4\CO[C@H]5[C@@]4([C@@H](C=C([C@H]5O)C)C(=O)O3)O)C)O[C@H]6C[C@@H]([C@H]([C@@H](O6)C)O[C@H]7C[C@@H]([C@H]([C@@H](O7)C)O)OC)OC)\C)C.C[C@H]1CC[C@]2(C[C@@H]3C[C@H](O2)C/C=C(/[C@H]([C@,0.0
274,C1[C@H](O[C@H](S1)CO)N2C=CC(=NC2=O)N,0.0
275,C[N+]1(CC[C@]23[C@@H]4C(=O)CC[C@]2([C@H]1CC5=C3C(=C(C=C5)O)O4)O)CC6CC6.[Br-],0.0
276,C[C@@H](CC1=CC=CC=C1)NC(=O)[C@H](CCCCN)N,0.0
277,C1=CC(=CC=C1C#N)C(C2=CC=C(C=C2)C#N)N3C=NC=N3,0.0
278,CN(C)CC(C1=CC=C(C=C1)O)C2(CCCCC2)O,0.0
279,CCN1C=C(C(=O)C2=CC(=C(C(=C21)F)N3CCNC(C3)C)F)C(=O)O,0.0
280,C1CCC(CC1)NC(=O)N(CCCl)N=O,0.0
281,CC[C@H](C)C(=O)O[C@H]1C[C@H](C=C2[C@H]1[C@H]([C@H](C=C2)C)CC[C@@H]3C[C@H](CC(=O)O3)O)C,0.0
282,CC1=CN(C(=O)NC1=O)[C@@H]2C[C@H]([C@@H](O2)CO)O,0.0
283,CN1C=CNC1=S,1.0
284,COC1=CC=CC=C1OCC(COC(=O)N)O,0.0
285,CC1=NC=C(N1CCO)[N+](=O)[O-],0.0
286,C1CCN(CC1)C2=NC(=N)N(C(=C2)N)O,0.0
287,CC1=C(C(=O)C2=C(C1=O)N3C[C@H]4[C@@H]([C@@]3([C@@H]2COC(=O)N)OC)N4)N,0.0
288,C1=CC=C(C=C1)C(C2=CC=CC=C2)S(=O)CC(=O)N,0.0
289,CC(C)C(=O)OC1=C(C=C(C=C1)CO)[C@H](CCN(C(C)C)C(C)C)C2=CC=CC=C2.C(=C/C(=O)O)\C(=O)O,0.0
290,C=CCN1CC[C@]23[C@@H]4C(=O)CC[C@]2([C@H]1CC5=C3C(=C(C=C5)O)O4)O,0.0
291,CC(C1=CC2=C(C=C1)C=C(C=C2)OC)C(=O)O,0.0
292,CC(C)C1CCC(CC1)C(=O)N[C@@H](CC2=CC=CC=C2)C(=O)O,0.0
293,C1C(C(C(C(C1N)OC2C(C(C(C(O2)CN)O)O)N)OC3C(C(C(O3)CO)OC4C(C(C(C(O4)CN)O)O)N)O)O)N,0.0
294,C1CN(CCN1CCOCC(=O)O)[C@H](C2=CC=CC=C2)C3=CC=C(C=C3)Cl,0.0
295,C[C@@H]1[C@H]([C@@H]([C@@H](C(O1)OC\2CC(C(C(CC(=O)CC(C(CCC(CC(CC(CC(=O)OC(C(C(C(/C=C/C=C/CC/C=C/C=C/C=C/C=C2)C)O)C)C)O)O)O)O)O)O)C(=O)O)O)O)N)O,0.0
296,C[C@@]1([C@H]2[C@@H]([C@H]3[C@@H](C(=O)/C(=C(\N)/O)/C(=O)[C@]3(C(=O)C2=C(C4=C1C=CC=C4O)O)O)N(C)C)O)O,0.0
297,COC1=C(C(=NC=C1)CS(=O)C2=NC3=C(N2)C=C(C=C3)OC(F)F)OC,0.0
298,CC1=C(C=C(C=C1)C(=O)NC2=CC(=CC(=C2)N3C=C(N=C3)C)C(F)(F)F)NC4=NC=CC(=N4)C5=CN=CC=C5,0.0
299,CN\1C=CC=C/C1=C\[NH+]=O,0.0
300,C[C@]12C[C@@H]([C@H]3[C@H]([C@@H]1CC[C@@]2(C(=O)CO)O)CCC4=CC(=O)C=C[C@]34C)O,0.0
301,CC(CCCN)NC1=C2C(=CC(=C1)OC)C=CC=N2,0.0
302,CC(C)NC(=O)C1=CC=C(C=C1)CNNC,0.0
303,CC(C)C1C(=O)NC(CSSCC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)N1)CCCCN)CC2=CNC3=CC=CC=C32)CC4=CC=C(C=C4)O)NC(=O)C(CC5=CC6=CC=CC=C6C=C5)N)C(=O)NC(C(C)O)C(=O)N,0.0
304,CC1=CC(=NC(=N1)OC(C(=O)O)C(C2=CC=CC=C2)(C3=CC=CC=C3)OC)C,1.0
305,C[C@@H]1[C@@H]2[C@H](C(=O)N2C(=C1S[C@H]3C[C@H](NC3)CNS(=O)(=O)N)C(=O)O)[C@@H](C)O,0.0
306,CCC[C@@H](C)C1(C(=O)NC(=O)NC1=O)CC=C,0.0
307,CN[C@H]1CC[C@H](C2=CC=CC=C12)C3=CC(=C(C=C3)Cl)Cl,0.0
308,CC(C)NCC(C1=CC=C(C=C1)NS(=O)(=O)C)O,0.0
309,CN(C(=O)N[C@@H]1[C@H]([C@@H]([C@H](O[C@@H]1O)CO)O)O)N=O,0.0
310,CC(C)(C)C#CC=CCN(C)CC1=CC=CC2=CC=CC=C21,1.0
311,C1=CC=C2C(=C1)NC(=N2)C3=CSC=N3,1.0
312,CCS(=O)(=O)CCN1C(=NC=C1[N+](=O)[O-])C,0.0
313,CC1=CC(=CC=C1)NC2=C(C=NC=C2)S(=O)(=O)NC(=O)NC(C)C,0.0
314,CC1=NN=C(N1C2C[C@H]3CC[C@@H](C2)N3CC[C@@H](C4=CC=CC=C4)NC(=O)C5CCC(CC5)(F)F)C(C)C,0.0
315,CC1=NN=C(O1)C(=O)NC(C)(C)C2=N/C(=C(/NCC3=CC=C(C=C3)F)\O)/C(=O)C(=O)N2C,1.0
316,CCCC(=O)OCOC(=O)C1=C(NC(=C(C1C2=C(C(=CC=C2)Cl)Cl)C(=O)OC)C)C,0.0
317,CNC(=O)C1=CN(N=C1)C2=NC3=C(C(=N2)N)N=CN3[C@H]4[C@@H]([C@@H]([C@H](O4)CO)O)O,0.0
318,CC(=O)CC(C1=CC=CC=C1)C2=C(OC3=CC=CC=C3C2=O)O,0.0
319,CCN(C1=CC=CC(=C1)C2=CC=NC3=C(C=NN23)C#N)C(=O)C,0.0
320,CC(C1=CC2=CC=CC=C2S1)N(C(=O)N)O,0.0
321,O[Fe]=O.O[Fe]=O.[Fe],0.0
322,CC1=CC(=CC(=C1OC2=NC(=NC(=C2Br)N)NC3=CC=C(C=C3)C#N)C)C#N,1.0
323,CC(=O)C1=CC(=C(C=C1)OCCCN2CCC(CC2)C3=NOC4=C3C=CC(=C4)F)OC,0.0
324,C[C@H](C(=O)N)NC(=O)C1CCCN1C(=O)[C@H](CCCCNC(C)C)NC(=O)[C@H](CC(C)C)NC(=O)[C@@H](CC2=CC=C(C=C2)NC(=O)N)NC(=O)[C@H](CC3=CC=C(C=C3)NC(=O)[C@H]4CC(=O)NC(=O)N4)NC(=O)[C@H](CO)NC(=O)[C@@H](CC5=CN=CC=C5)NC(=O)[C@@H](CC6=CC=C(C=C6)Cl)NC(=O)[C@@H](CC7=CC8=CC=CC=C,0.0
325,C[C@H](CC1=CC2=C(C(=C1)C(=O)N)N(CC2)CCCO)NCCOC3=CC=CC=C3OCC(F)(F)F,0.0
326,CC(C)C1=C(C(=CC=C1)C(C)C)OCOP(=O)([O-])[O-].[Na+].[Na+],0.0
327,CN1C2=C(C=C(C=C2)N(CCCl)CCCl)N=C1CCCC(=O)O,0.0
328,CC(=O)N[C@H](COC)C(=O)NCC1=CC=CC=C1,0.0
329,CC1=CC=CC=C1C(=O)NC2=CC(=C(C=C2)C(=O)N3CCCC(C4=C3C=CC(=C4)Cl)O)C,1.0
330,CC1=C(C=C(C=C1)N2C(=O)C(=C(N2)C)N/N=C/3\C=CC=C(C3=O)C4=CC(=CC=C4)C(=O)O)C.C(CO)N.C(CO)N,0.0
331,CCC(C1=CC(=CC=C1)O)C(C)CN(C)C,0.0
332,CC(=O)OC1=CC2=C(S1)CCN(C2)C(C3=CC=CC=C3F)C(=O)C4CC4,0.0
333,C1[C@@H]2C[C@@H]2N([C@@H]1C#N)C(=O)[C@H](C34CC5CC(C3)CC(C5)(C4)O)N.Cl,0.0
334,C1C(C1)C2=NC3=CC=CC=C3C(=C2/C=C/[C@@H](O)C[C@@H](O)CC(=O)[O-])C4=CC=C(C=C4)F.C1C(C1)C2=NC3=CC=CC=C3C(=C2/C=C/[C@@H](O)C[C@@H](O)CC(=O)[O-])C4=CC=C(C=C4)F.[Ca+2],0.0
335,C/C=C\1/C(=O)N[C@H](C(=O)O[C@H]\2CC(=O)N[C@@H](C(=O)N[C@H](CSSCC/C=C2)C(=O)N1)C(C)C)C(C)C,0.0
336,CC(C(=O)O)OC1=CC=C(C=C1)OC2=CC=C(C=C2)Cl,0.0
337,CCCCC1=C(C2=C(O1)C=CC(=C2)NS(=O)(=O)C)C(=O)C3=CC=C(C=C3)OCCCN(CCCC)CCCC,1.0
338,CC1=C(C=C(C=C1)NC2=NC=CC(=N2)N(C)C3=CC4=NN(C(=C4C=C3)C)C)S(=O)(=O)N,1.0
339,C#CCC(CC1=CN=C2C(=N1)C(=NC(=N2)N)N)C3=CC=C(C=C3)C(=O)N[C@@H](CCC(=O)O)C(=O)O,0.0
340,C[Si]12OCCN(CC(O1)COCC=C)CC(O2)COCC=C,0.0
341,C[C@]12CC[C@H]3[C@H]([C@@H]1CCC2=O)CCC4=C3C=CC(=C4)OS(=O)(=O)O.C1CNCCN1,0.0
342,CN(C)CC[C@@H](C1=CC=C(C=C1)Cl)C2=CC=CC=N2,0.0
343,CC[C@H](C)[C@H]1C(=O)N[C@H](C(=O)NCC(=O)NCC(=O)N[C@H]2CSSC[C@H]3C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N4CCC[C@H]4C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[,0.0
344,CCCC(CCC)C(=O)O.CCCC(CCC)C(=O)[O-].[Na+],1.0
345,C1=C(NC=N1)CCN.OP(=O)(O)O.OP(=O)(O)O,0.0
346,CCC(C)C1(C(=O)NC(=O)NC1=O)CC,0.0
347,C(=N)(N)N,0.0
348,CN1C2=C(C(=O)N(C1=O)C)NC=N2.CN1C2=C(C(=O)N(C1=O)C)NC=N2.C(CN)N,0.0
349,CCOC(=O)C1(CCN(CC1)C)C2=CC=CC=C2,0.0
350,C[C@@H](CC1=CC=CC=C1)NC,0.0
351,CCC(=O)C(CC(C)N(C)C)(C1=CC=CC=C1)C2=CC=CC=C2,0.0
352,CC(C1=CC=CC=C1)(C2=CC=CC=N2)OCCN(C)C,0.0
353,CC(C[N+](C)(C)C)OC(=O)N,0.0
354,CC(=O)OCC(=O)[C@]1(CC[C@@H]2[C@@]1(CC(=O)[C@H]3[C@H]2CCC4=CC(=O)CC[C@]34C)C)O,0.0
355,CCN(CC)CCOC(=O)C1(CCCCC1)C2CCCCC2,0.0
356,C1=CC(=C(C=C1[C@H](CN)O)O)O,0.0
357,CN1C2=C(C(=O)N(C1=O)C)N(C=N2)CC(CO)O,0.0
358,CNC[C@@H](C1=CC(=C(C=C1)O)O)O,0.0
359,C[N+](C)(C)CCOC(=O)CCC(=O)OCC[N+](C)(C)C,0.0
360,CN1CC[C@]23CCCC[C@H]2[C@H]1CC4=C3C=C(C=C4)O,0.0
361,CC(C)[N+](C)(CCOC(=O)C1C2=CC=CC=C2OC3=CC=CC=C13)C(C)C,0.0
362,CN(C)CCOC(C1=CC=C(C=C1)Cl)C2=CC=CC=N2,0.0
363,C(CN(CC(=O)O)CC(=O)O)N(CC(=O)O)CC(=O)O,0.0
364,CC(=O)NC1=C(C(=C(C(=C1I)C(=O)O)I)NC(=O)C)I,0.0
365,CC1=C(C(=O)C2=CC=CC=C2C1=O)CC=C(C)CCCC(C)CCCC(C)CCCC(C)C,0.0
366,CC1(C2CCC(C2)C1(C)NC)C,0.0
367,C1=CC(=C(C=C1OC2=C(C=C(C=C2I)C[C@@H](C(=O)O)N)I)I)O,0.0
368,CC1(CC(=O)N(C1=O)C)C2=CC=CC=C2,0.0
369,C[N+]1(CCCC(C1)OC(=O)C(C2=CC=CC=C2)(C3=CC=CC=C3)O)C,0.0
370,CC1=CC(=CC=C1)CN2CCN(CC2)C(C3=CC=CC=C3)C4=CC=C(C=C4)Cl,0.0
371,CCN1C(=O)C(NC1=O)C2=CC=CC=C2,0.0
372,CC1=CC=C(C=C1)/C(=C\CN2CCCC2)/C3=CC=CC=N3,0.0
373,CCCCNC1=CC=C(C=C1)C(=O)OCCOCCOCCOCCOCCOCCOCCOCCOCCOC,0.0
374,C=CC1=CC=CC=C1S(=O)(=O)[O-].[Ca+2],0.0
375,C1=C(C=C(C(=C1S(=O)(=O)N)Cl)Cl)S(=O)(=O)N,0.0
376,CCC#CC(C)C1(C(=O)NC(=O)N(C1=O)C)CC=C,0.0
377,CC(C)(CC1=CC=CC=C1)N,0.0
378,CCN(CC)C(C)C(=O)C1=CC=CC=C1,0.0
379,CN1CC[C@]23[C@@H]4C(=O)CC[C@]2([C@H]1CC5=C3C(=C(C=C5)O)O4)O,0.0
380,CN(C)CC[C@@H](C1=CC=C(C=C1)Br)C2=CC=CC=N2,0.0
381,C1NC2=C(C=C(C(=C2)C(F)(F)F)S(=O)(=O)N)S(=O)(=O)N1,0.0
382,C1CCN(CC1)CCC(C2CC3CC2C=C3)(C4=CC=CC=C4)O,0.0
383,C1[C@H]([C@@H]2[C@H](O1)[C@H](CO2)O[N+](=O)[O-])O[N+](=O)[O-],0.0
384,CC1=C(C(=CC=C1)C)NC(=O)C2CCCCN2C,0.0
385,C1=CC=C(C=C1)CC2NC3=C(C=C(C(=C3)C(F)(F)F)S(=O)(=O)N)S(=O)(=O)N2,0.0
386,CC1C(OCCN1C)C2=CC=CC=C2,0.0
387,CC[C@H](C)[C@H]1C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@@H](CSSC[C@@H](C(=O)N[C@H](C(=O)N1)CC2=CC=C(C=C2)O)N)C(=O)N3CCC[C@H]3C(=O)N[C@@H](CC(C)C)C(=O)NCC(=O)N)CC(=O)N)CCC(=O)N,0.0
388,C1CCCN(CCC1)CCN=C(N)N,0.0
389,CCC1(CC(=O)NC1=O)C,0.0
390,CC(CC1=CC=CC=C1)N(C)CC2=CC=CC=C2,0.0
391,CN1C(NC2=CC(=C(C=C2S1(=O)=O)S(=O)(=O)N)Cl)CCl,0.0
392,C[N+]1(CCC(C1)OC(=O)C(C2CCCC2)(C3=CC=CC=C3)O)C,0.0
393,CC(C)(C1=CN=CC=C1)C(=O)C2=CN=CC=C2,0.0
394,CC1=CC(=CC(=C1)OCC2CNC(=O)O2)C,0.0
395,C[C@]12CC[C@H]3[C@H]([C@@H]1CC[C@]2(C)O)CC[C@@H]4[C@@]3(COC(=O)C4)C,1.0
396,C1=CC=C(C=C1)C2=NC(C(=O)NC3=C2C=C(C=C3)Cl)O,0.0
397,CNCCCC1C2=CC=CC=C2C=CC3=CC=CC=C13,0.0
398,CC(C)[C@@H](C(=O)NCC(=O)N[C@H](CCCCN)C(=O)N[C@H](CCCCN)C(=O)N[C@H](CCCNC(=N)N)C(=O)N[C@H](CCCNC(=N)N)C(=O)N1CCC[C@H]1C(=O)N[C@@H](C(C)C)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](C(C)C)C(=O)N[C@@H](CC2=CC=C(C=C2)O)C(=O)N3CCC[C@H]3C(=O)O)NC(=O)[C@@H]4CCCN4C(=O)[C@H](,0.0
399,CC1=C(OC2=C(C1=O)C=CC=C2C(=O)OCCN3CCCCC3)C4=CC=CC=C4,0.0
400,CNC1(CCCCC1=O)C2=CC=CC=C2Cl,0.0
401,CC1=NS(=O)(=O)C2=C(N1)C=CC(=C2)Cl,0.0
402,CC(=O)O[C@H]1C[C@@H]2CC[C@@H]3[C@@H]([C@]2(C[C@@H]1[N+]4(CCCCC4)C)C)CC[C@]5([C@H]3C[C@@H]([C@@H]5OC(=O)C)[N+]6(CCCCC6)C)C.[Br-].[Br-],0.0
403,CC(C)COC(=O)NCCC(=O)N[C@@H](CC1=CNC2=CC=CC=C21)C(=O)N[C@@H](CCSC)C(=O)N[C@@H](CC(=O)O)C(=O)N[C@@H](CC3=CC=CC=C3)C(=O)N,0.0
404,C[C@@H](CC1=CC=CC=C1)N,0.0
405,CC(C)(C)NCC(C1=CC(=CC(=C1)O)O)O,0.0
406,[C-]#N.[C-]#N.[C-]#N.[C-]#N.[C-]#N.[N-]=O.[Fe+4],0.0
407,C1C(O1)CCl.C(CNCCNCCNCCN)N,0.0
408,C([C@@H]1[C@@H]([C@@H]([C@H]([C@@H](O1)O[C@@H]2[C@H](O[C@@]([C@H]2O)(CO)O)CO)O)O)O)O,0.0
409,C1=CC=C2C(=C1)C(=O)OC23C4=C(C=C(C=C4)O)OC5=C3C=CC(=C5)O,0.0
410,C[C@](CC1=CC=C(C=C1)O)(C(=O)O)N,0.0
